"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"1400000US17031770601","Census Tract 7706.01, Cook County, Illinois","1145","184","0","12","0","12","119","55","48","30","145","149","24","19","153","75","611","113","12","15","33","28",
"1400000US17031770602","Census Tract 7706.02, Cook County, Illinois","1611","148","0","12","25","39","167","72","160","93","151","82","416","157","379","118","195","78","60","38","58","61",
"1400000US17031770700","Census Tract 7707, Cook County, Illinois","1188","152","19","30","0","12","14","14","26","21","142","62","400","117","294","93","257","91","17","14","19","22",
"1400000US17031770800","Census Tract 7708, Cook County, Illinois","2264","297","17","30","0","17","26","26","105","98","117","93","346","168","794","366","588","183","156","107","115","167",
"1400000US17031770901","Census Tract 7709.01, Cook County, Illinois","2001","159","9","14","14","20","227","65","163","79","66","58","251","101","352","118","752","146","133","91","34","31",
"1400000US17031770902","Census Tract 7709.02, Cook County, Illinois","1609","176","0","12","0","12","196","149","311","109","114","71","190","103","358","112","333","123","96","93","11","17",
"1400000US17031800100","Census Tract 8001, Cook County, Illinois","930","136","19","14","23","25","188","56","65","36","44","42","20","31","24","17","78","39","97","67","372","92",
"1400000US17031800200","Census Tract 8002, Cook County, Illinois","2617","204","25","41","25","39","283","129","291","183","98","65","67","56","273","135","598","168","220","121","737","210",
"1400000US17031800300","Census Tract 8003, Cook County, Illinois","1317","121","28","25","0","12","138","62","70","55","14","16","93","52","109","105","147","64","131","64","587","101",
"1400000US17031800400","Census Tract 8004, Cook County, Illinois","1409","126","26","30","9","13","89","46","32","30","43","27","76","53","96","53","46","35","127","75","865","121",
"1400000US17031800500","Census Tract 8005, Cook County, Illinois","1906","129","17","19","52","47","98","49","138","69","69","50","24","25","149","53","264","160","219","83","876","155",
"1400000US17031800600","Census Tract 8006, Cook County, Illinois","734","63","0","12","3","5","75","37","17","13","2","3","12","12","18","16","98","28","54","28","455","77",
"1400000US17031800700","Census Tract 8007, Cook County, Illinois","1789","179","60","58","0","12","92","47","53","36","0","12","129","126","196","71","484","120","325","89","450","96",
"1400000US17031800800","Census Tract 8008, Cook County, Illinois","1104","124","2","6","0","12","19","17","214","74","171","91","180","72","128","58","206","87","79","47","105","67",
"1400000US17031800900","Census Tract 8009, Cook County, Illinois","1815","284","39","46","0","12","32","30","18","17","71","49","65","37","471","87","761","132","220","209","138","140",
"1400000US17031801000","Census Tract 8010, Cook County, Illinois","2259","196","33","30","45","45","75","49","280","191","66","38","214","78","446","105","791","141","94","61","215","99",
"1400000US17031801100","Census Tract 8011, Cook County, Illinois","1627","152","43","33","70","58","168","132","49","36","68","55","47","37","55","34","94","50","114","47","919","134",
"1400000US17031801200","Census Tract 8012, Cook County, Illinois","1550","177","31","29","7","10","32","30","41","41","7","12","109","57","432","115","111","59","26","24","754","136",
"1400000US17031801300","Census Tract 8013, Cook County, Illinois","1772","195","44","51","9","15","163","97","75","38","68","47","103","88","195","169","124","53","66","33","925","119",
"1400000US17031801400","Census Tract 8014, Cook County, Illinois","1189","80","4","8","0","12","145","117","7","12","19","23","36","26","276","79","430","105","198","79","74","43",
"1400000US17031801500","Census Tract 8015, Cook County, Illinois","2752","239","256","141","52","85","128","82","96","68","409","130","309","107","579","146","672","227","90","57","161","105",
"1400000US17031801601","Census Tract 8016.01, Cook County, Illinois","1890","152","176","68","31","48","295","114","255","68","237","49","418","127","297","93","129","78","43","52","9","11",
"1400000US17031801603","Census Tract 8016.03, Cook County, Illinois","1723","176","53","45","22","24","170","89","359","115","127","67","271","92","382","179","332","101","0","12","7","12",
"1400000US17031801605","Census Tract 8016.05, Cook County, Illinois","2270","239","24","38","0","17","60","65","86","79","387","173","1066","256","542","144","67","56","27","25","11","18",
"1400000US17031801606","Census Tract 8016.06, Cook County, Illinois","2931","266","350","122","41","63","80","62","248","165","281","87","780","162","645","216","464","165","28","33","14","23",
"1400000US17031801607","Census Tract 8016.07, Cook County, Illinois","2165","173","34","40","28","46","269","130","171","48","474","127","568","115","472","109","84","54","44","34","21","17",
"1400000US17031801608","Census Tract 8016.08, Cook County, Illinois","2931","249","106","56","74","54","357","130","415","110","393","137","612","147","737","236","171","88","48","72","18","30",
"1400000US17031801701","Census Tract 8017.01, Cook County, Illinois","1214","119","12","17","26","23","129","50","28","29","34","23","81","39","628","98","258","94","13","16","5","9",
"1400000US17031801702","Census Tract 8017.02, Cook County, Illinois","1752","194","82","49","19","21","450","164","106","43","31","28","189","60","123","66","525","133","207","79","20","22",
"1400000US17031801800","Census Tract 8018, Cook County, Illinois","2592","259","86","71","156","180","230","141","151","101","141","70","233","119","357","139","899","216","249","153","90","49",
"1400000US17031801901","Census Tract 8019.01, Cook County, Illinois","2107","151","86","53","41","40","358","91","289","138","334","89","529","117","362","133","80","44","19","21","9","14",
"1400000US17031801902","Census Tract 8019.02, Cook County, Illinois","1302","154","32","31","55","37","162","63","25","24","17","19","241","140","347","127","351","98","39","37","33","32",
"1400000US17031802002","Census Tract 8020.02, Cook County, Illinois","1661","180","10","11","33","26","158","71","83","42","260","91","140","49","169","54","633","146","136","62","39","34",
"1400000US17031802003","Census Tract 8020.03, Cook County, Illinois","863","52","0","12","0","12","11","14","12","13","151","47","212","48","183","57","249","54","26","27","19","16",
"1400000US17031802004","Census Tract 8020.04, Cook County, Illinois","2410","255","14","23","0","17","11","18","128","77","381","158","1060","322","445","157","271","150","74","55","26","31",
"1400000US17031802100","Census Tract 8021, Cook County, Illinois","1293","157","52","43","0","12","148","52","51","56","33","26","82","56","189","126","393","83","201","98","144","70",
"1400000US17031802200","Census Tract 8022, Cook County, Illinois","1999","233","118","73","36","30","188","70","236","86","72","58","177","67","359","86","412","106","123","51","278","234",
"1400000US17031802300","Census Tract 8023, Cook County, Illinois","2683","374","209","121","128","73","1966","352","187","91","144","79","35","30","0","17","0","17","0","17","14","22",
"1400000US17031802402","Census Tract 8024.02, Cook County, Illinois","2630","452","207","110","222","291","350","106","497","145","322","92","300","88","442","253","176","78","35","44","79","55",
"1400000US17031802403","Census Tract 8024.03, Cook County, Illinois","845","74","0","12","0","12","8","10","132","36","595","80","65","29","22","14","0","12","0","12","23","15",
"1400000US17031802404","Census Tract 8024.04, Cook County, Illinois","3226","422","0","17","57","64","235","114","330","143","649","233","1409","316","168","83","236","217","0","17","142","127",
"1400000US17031802503","Census Tract 8025.03, Cook County, Illinois","2575","333","0","17","0","17","74","60","123","74","286","81","1410","300","512","263","136","64","0","17","34","38",
"1400000US17031802504","Census Tract 8025.04, Cook County, Illinois","2036","194","0","17","0","17","0","17","42","33","462","164","159","80","525","109","801","130","33","31","14","16",
"1400000US17031802505","Census Tract 8025.05, Cook County, Illinois","2576","337","0","17","11","22","479","145","144","102","392","167","655","211","664","269","197","67","0","17","34","36",
"1400000US17031802506","Census Tract 8025.06, Cook County, Illinois","815","93","25","25","0","12","5","8","59","32","36","24","143","49","303","91","207","54","22","18","15","13",
"1400000US17031802605","Census Tract 8026.05, Cook County, Illinois","3126","397","0","17","27","30","353","261","408","124","1032","306","354","138","736","153","193","96","23","25","0","17",
"1400000US17031802607","Census Tract 8026.07, Cook County, Illinois","427","35","7","11","0","12","31","23","22","15","33","16","33","25","35","29","159","40","56","31","51","32",
"1400000US17031802608","Census Tract 8026.08, Cook County, Illinois","2919","211","61","70","0","17","15","23","383","102","597","210","774","154","728","132","264","121","70","43","27","43",
"1400000US17031802609","Census Tract 8026.09, Cook County, Illinois","2614","241","0","17","0","17","11","18","234","114","282","121","1401","249","574","266","112","79","0","17","0","17",
"1400000US17031802610","Census Tract 8026.10, Cook County, Illinois","769","162","10","11","0","12","0","12","48","25","28","17","200","120","415","97","62","33","0","12","6","8",
"1400000US17031802701","Census Tract 8027.01, Cook County, Illinois","2166","218","0","17","0","17","29","32","153","137","181","85","525","208","1076","175","135","66","16","29","51","48",
"1400000US17031802702","Census Tract 8027.02, Cook County, Illinois","1793","145","59","46","20","22","96","46","344","88","229","92","340","88","409","98","238","93","58","41","0","12",
"1400000US17031802801","Census Tract 8028.01, Cook County, Illinois","1892","147","48","37","71","39","40","31","11","17","10","15","82","44","895","147","711","131","5","8","19","17",
"1400000US17031802802","Census Tract 8028.02, Cook County, Illinois","2473","216","18","26","0","17","8","14","0","17","106","66","142","100","360","145","1510","232","125","64","204","118",
"1400000US17031802900","Census Tract 8029, Cook County, Illinois","2083","180","52","41","0","17","135","89","84","61","215","91","230","78","668","169","643","162","8","14","48","46",
"1400000US17031803005","Census Tract 8030.05, Cook County, Illinois","1187","190","4","7","0","12","67","56","60","50","79","54","553","211","370","67","14","19","0","12","40","49",
"1400000US17031803007","Census Tract 8030.07, Cook County, Illinois","2201","264","0","17","0","17","334","197","245","144","395","141","977","176","155","84","62","77","33","38","0","17",
"1400000US17031803008","Census Tract 8030.08, Cook County, Illinois","1691","149","0","12","0","12","104","85","8","13","247","75","710","133","531","104","45","28","39","31","7","13",
"1400000US17031803010","Census Tract 8030.10, Cook County, Illinois","1720","95","0","12","0","12","0","12","95","76","653","137","278","112","469","121","219","73","0","12","6","10",
"1400000US17031803012","Census Tract 8030.12, Cook County, Illinois","1075","144","0","12","9","14","7","11","121","50","608","140","227","72","82","41","14","13","7","12","0","12",
"1400000US17031803013","Census Tract 8030.13, Cook County, Illinois","2379","306","0","17","0","17","25","29","436","255","503","187","583","152","719","149","103","71","0","17","10","17",
"1400000US17031803014","Census Tract 8030.14, Cook County, Illinois","1465","209","0","12","0","12","6","11","73","44","700","185","440","126","144","79","91","60","11","18","0","12",
"1400000US17031803015","Census Tract 8030.15, Cook County, Illinois","2044","161","0","12","0","12","32","27","266","76","538","119","534","114","475","110","132","69","8","14","59","41",
"1400000US17031803016","Census Tract 8030.16, Cook County, Illinois","1008","114","0","12","0","12","15","22","51","25","171","54","398","81","266","84","64","29","43","56","0","12",
"1400000US17031803017","Census Tract 8030.17, Cook County, Illinois","2574","197","7","14","26","43","257","120","282","92","702","236","586","177","524","151","57","57","68","77","65","77",
"1400000US17031803100","Census Tract 8031, Cook County, Illinois","1158","93","57","42","0","12","73","44","10","9","55","55","177","69","153","72","332","86","69","32","232","75",
"1400000US17031803200","Census Tract 8032, Cook County, Illinois","2378","298","53","43","0","17","180","103","719","281","189","91","111","79","281","93","715","162","105","59","25","28",
"1400000US17031803300","Census Tract 8033, Cook County, Illinois","3365","399","33","24","62","69","516","160","440","328","472","167","549","223","259","101","590","168","32","34","412","140",
"1400000US17031803400","Census Tract 8034, Cook County, Illinois","2278","152","21","34","0","17","105","67","47","53","62","59","316","165","634","148","689","122","227","117","177","69",
"1400000US17031803500","Census Tract 8035, Cook County, Illinois","2285","176","13","20","17","27","93","81","109","82","172","84","184","93","711","171","576","159","73","58","337","109",
"1400000US17031803603","Census Tract 8036.03, Cook County, Illinois","2412","184","99","77","6","14","202","86","269","111","894","177","339","103","173","79","133","72","105","116","192","107",
"1400000US17031803604","Census Tract 8036.04, Cook County, Illinois","1830","163","0","12","0","12","19","21","67","45","196","53","1074","162","384","105","63","46","9","14","18","23",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","2637","233","0","17","0","17","51","47","487","129","311","116","967","186","720","243","78","59","0","17","23","37",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","1727","144","0","12","0","12","16","18","43","26","49","41","136","55","1005","174","469","92","9","15","0","12",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","3379","458","23","36","0","17","131","65","536","139","826","219","903","359","676","346","210","151","23","27","51","45",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","2288","278","0","17","0","17","0","17","173","103","741","206","1005","212","165","101","56","57","130","184","18","29",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1394","153","0","12","10","15","0","12","166","73","575","131","548","128","24","25","10","16","25","36","36","55",
"1400000US17031803613","Census Tract 8036.13, Cook County, Illinois","1165","181","0","12","0","12","0","12","90","101","337","191","551","180","61","41","83","78","43","47","0","12",
"1400000US17031803614","Census Tract 8036.14, Cook County, Illinois","1606","106","0","12","0","12","32","38","202","109","317","146","982","149","12","19","46","44","0","12","15","27",
"1400000US17031803615","Census Tract 8036.15, Cook County, Illinois","1124","118","0","12","0","12","209","119","237","71","142","78","409","109","43","38","84","60","0","12","0","12",
"1400000US17031803616","Census Tract 8036.16, Cook County, Illinois","2314","329","40","61","25","29","206","98","724","323","642","152","436","159","165","100","39","37","12","21","25","28",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1503","149","0","12","0","12","427","103","161","55","123","55","344","110","194","79","49","49","49","47","156","72",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","2718","232","38","45","41","37","682","153","96","58","63","51","300","114","476","123","790","230","154","101","78","62",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","1851","162","22","22","0","12","186","93","78","39","38","36","152","82","339","167","562","115","311","83","163","70",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","2094","184","57","56","17","19","117","77","329","103","411","95","688","154","242","62","197","76","24","23","12","14",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","1299","143","0","12","0","12","27","35","8","12","19","18","69","70","136","71","962","143","28","23","50","62",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","1940","213","61","29","0","12","146","51","193","70","74","43","125","62","326","125","1007","183","2","10","6","10",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","2530","211","0","17","0","17","268","165","232","88","682","143","972","155","328","126","17","27","15","23","16","25",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","1872","193","0","17","0","17","57","59","248","74","773","187","692","140","54","34","38","31","0","17","10","15",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","1478","220","0","12","0","12","0","12","52","39","420","173","778","180","152","60","44","22","0","12","32","48",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","2719","255","29","46","0","17","201","103","555","170","680","178","703","243","361","116","128","76","21","33","41","39",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","2143","241","148","75","14","20","86","46","262","136","621","145","650","162","279","103","72","56","5","11","6","10",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","1192","180","8","13","0","12","30","25","39","21","214","185","306","81","456","105","133","69","0","12","6","10",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","2826","251","16","26","0","17","616","225","228","117","882","203","478","144","210","108","45","38","74","56","277","104",
"1400000US17031804203","Census Tract 8042.03, Cook County, Illinois","1001","103","11","18","20","34","160","115","197","95","450","123","111","71","30","39","0","12","0","12","22","36",
"1400000US17031804204","Census Tract 8042.04, Cook County, Illinois","1872","257","14","19","53","41","278","75","149","74","82","54","206","97","460","258","246","90","96","85","288","127",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","2631","394","0","17","0","17","13","21","199","100","772","365","967","240","583","155","35","44","0","17","62","61",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","2293","721","0","17","0","17","0","17","47","36","79","57","180","87","1234","753","709","163","34","31","10","12",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","2192","241","0","17","0","17","41","42","1109","278","628","168","167","94","92","79","66","71","89","120","0","17",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","936","108","0","12","0","12","0","12","149","54","124","47","121","49","371","107","160","62","0","12","11","18",
"1400000US17031804312","Census Tract 8043.12, Cook County, Illinois","662","119","0","12","0","12","132","79","443","124","36","53","31","41","14","21","0","12","0","12","6","18",
"1400000US17031804313","Census Tract 8043.13, Cook County, Illinois","2304","283","0","17","86","78","1092","247","714","238","36","40","0","17","261","87","88","68","14","29","13","22",
"1400000US17031804314","Census Tract 8043.14, Cook County, Illinois","611","54","49","40","15","26","151","65","49","40","319","96","10","16","0","12","18","30","0","12","0","12",
"1400000US17031804315","Census Tract 8043.15, Cook County, Illinois","833","96","0","12","0","12","46","49","433","124","194","85","146","74","14","23","0","12","0","12","0","12",
"1400000US17031804316","Census Tract 8043.16, Cook County, Illinois","1599","168","0","12","0","12","304","99","503","177","329","102","73","71","315","114","57","60","18","25","0","12",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","2756","315","13","19","0","17","529","136","572","158","505","226","816","293","211","120","96","70","0","17","14","22",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","1694","249","0","17","0","17","51","34","323","91","134","64","932","246","35","36","111","85","0","17","108","77",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","1089","153","0","12","0","12","136","72","539","124","75","62","104","62","166","94","38","46","0","12","31","36",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","1965","182","0","17","4","7","436","99","528","132","436","115","142","85","227","99","69","41","36","41","87","53",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","1498","198","0","12","10","15","197","55","103","69","381","110","313","109","90","49","266","115","47","43","91","55",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","1882","242","0","12","0","12","620","213","237","74","576","107","352","87","61","62","24","20","0","12","12","14",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","825","127","0","12","23","28","125","43","111","39","166","112","138","46","169","83","93","54","0","12","0","12",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","1619","143","0","17","0","17","16","19","259","83","25","26","1061","177","178","91","46","46","25","31","9","13",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","1431","184","0","17","0","17","7","11","81","67","108","102","327","119","728","143","63","69","104","82","13","21",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","737","90","20","21","49","29","24","18","57","38","91","40","248","71","135","58","35","26","58","42","20","17",
"1400000US17031804512","Census Tract 8045.12, Cook County, Illinois","1431","137","0","12","27","44","793","216","302","146","153","161","32","43","8","18","47","75","0","12","69","81",
"1400000US17031804513","Census Tract 8045.13, Cook County, Illinois","1378","216","0","12","0","12","392","128","627","192","254","135","30","51","0","12","75","67","0","12","0","12",
"1400000US17031804514","Census Tract 8045.14, Cook County, Illinois","1569","130","0","17","0","17","713","200","605","161","97","67","67","110","0","17","0","17","22","37","65","96",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","2830","386","76","97","12","20","19","32","280","186","528","188","1218","232","237","116","401","230","0","17","59","71",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","2476","216","0","17","0","17","68","50","45","34","1308","191","847","167","121","86","87","79","0","17","0","17",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","2626","234","15","26","0","17","89","69","64","50","552","158","1720","218","167","76","19","31","0","17","0","17",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","1474","154","8","12","0","12","85","45","286","149","466","94","277","82","147","52","170","62","15","18","20","25",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","2456","209","0","17","0","17","110","75","1300","260","385","124","422","161","133","83","79","69","13","20","14","24",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","1278","150","0","12","0","12","132","41","71","50","519","99","453","138","50","37","53","50","0","12","0","12",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","1927","181","0","12","0","12","3","6","68","58","668","126","952","195","161","62","40","28","0","12","35","38",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","2423","225","0","17","12","21","59","63","244","121","269","99","1566","236","86","63","41","44","88","130","58","58",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","1670","154","0","12","0","12","45","64","80","32","248","81","849","141","333","125","45","28","48","44","22","26",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","686","45","0","12","0","12","13","15","0","12","19","15","313","57","311","54","14","15","6","8","10","15",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","3291","490","97","87","51","56","203","135","166","92","191","123","1106","496","754","232","624","153","90","93","9","14",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","1494","127","0","12","0","12","15","17","20","24","83","58","1044","129","171","60","145","42","9","14","7","12",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","2801","206","0","17","0","17","181","136","712","199","574","175","1044","187","204","127","53","63","0","17","33","40",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","1873","184","0","17","0","17","36","39","83","54","599","133","1041","170","97","51","7","11","0","17","10","16",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","2277","278","18","28","0","17","54","45","209","149","388","136","1083","321","389","153","98","114","0","17","38","33",
"1400000US17031804714","Census Tract 8047.14, Cook County, Illinois","1302","200","0","12","0","12","37","29","18","18","239","109","222","88","712","154","54","40","13","14","7","11",
"1400000US17031804715","Census Tract 8047.15, Cook County, Illinois","1172","168","0","12","0","12","43","58","14","23","130","66","617","170","276","122","64","35","0","12","28","33",
"1400000US17031804716","Census Tract 8047.16, Cook County, Illinois","1549","84","0","12","0","12","11","15","209","69","618","92","526","100","122","67","17","18","35","40","11","17",
"1400000US17031804803","Census Tract 8048.03, Cook County, Illinois","1912","236","0","17","15","25","95","55","215","94","602","193","525","135","407","151","53","55","0","17","0","17",
"1400000US17031804804","Census Tract 8048.04, Cook County, Illinois","2660","371","18","21","0","17","131","80","702","324","505","135","376","179","662","160","266","100","0","17","0","17",
"1400000US17031804805","Census Tract 8048.05, Cook County, Illinois","2470","220","0","17","0","17","37","34","25","30","743","152","733","130","611","184","273","197","48","53","0","17",
"1400000US17031804806","Census Tract 8048.06, Cook County, Illinois","1043","113","0","12","0","12","0","12","77","71","93","65","486","111","325","102","36","29","11","17","15","17",
"1400000US17031804807","Census Tract 8048.07, Cook County, Illinois","1874","191","16","24","0","17","12","18","37","57","138","61","568","199","1020","171","66","44","0","17","17","18",
"1400000US17031804808","Census Tract 8048.08, Cook County, Illinois","910","117","0","12","0","12","5","8","7","10","55","47","556","115","273","64","14","13","0","12","0","12",
"1400000US17031804809","Census Tract 8048.09, Cook County, Illinois","1531","150","0","12","0","12","6","11","23","22","265","131","747","131","375","85","69","62","22","25","24","31",
"1400000US17031804810","Census Tract 8048.10, Cook County, Illinois","2778","294","0","17","0","17","0","17","111","72","602","221","1737","284","223","84","16","25","0","17","89","79",
"1400000US17031804901","Census Tract 8049.01, Cook County, Illinois","2409","166","16","26","17","27","297","114","140","62","48","49","117","62","191","76","965","161","228","111","390","131",
"1400000US17031804902","Census Tract 8049.02, Cook County, Illinois","2292","299","0","17","0","17","0","17","36","32","25","28","379","171","1307","306","545","258","0","17","0","17",
"1400000US17031805001","Census Tract 8050.01, Cook County, Illinois","1898","217","0","12","0","12","32","26","35","31","76","38","249","79","474","113","812","176","106","68","114","91",
"1400000US17031805002","Census Tract 8050.02, Cook County, Illinois","3063","247","0","17","37","51","0","17","326","167","257","119","1335","257","790","231","212","109","94","84","12","20",
"1400000US17031805105","Census Tract 8051.05, Cook County, Illinois","2704","290","0","17","16","25","112","93","232","104","732","223","584","229","591","238","180","114","205","143","52","59",
"1400000US17031805106","Census Tract 8051.06, Cook County, Illinois","1296","249","0","12","0","12","0","12","28","24","107","48","837","252","279","109","41","37","4","9","0","12",
"1400000US17031805107","Census Tract 8051.07, Cook County, Illinois","3212","317","58","53","12","22","58","53","216","103","394","174","2014","308","342","191","91","75","0","17","27","35",
"1400000US17031805108","Census Tract 8051.08, Cook County, Illinois","2752","234","0","17","14","24","36","42","46","45","498","154","1209","271","838","192","111","82","0","17","0","17",
"1400000US17031805109","Census Tract 8051.09, Cook County, Illinois","1804","208","0","12","0","12","23","23","21","21","237","71","321","102","777","166","213","96","14","13","198","219",
"1400000US17031805110","Census Tract 8051.10, Cook County, Illinois","2057","273","0","12","0","12","0","12","154","60","327","122","467","177","671","159","386","134","0","12","52","38",
"1400000US17031805111","Census Tract 8051.11, Cook County, Illinois","2951","291","29","44","188","163","210","94","203","151","413","165","770","229","746","207","288","189","11","18","93","85",
"1400000US17031805112","Census Tract 8051.12, Cook County, Illinois","1368","166","24","37","0","12","85","98","167","105","43","40","151","69","548","92","284","91","41","23","25","21",
"1400000US17031805201","Census Tract 8052.01, Cook County, Illinois","1304","174","0","12","0","12","8","12","26","29","38","20","171","90","389","120","644","129","17","25","11","16",
"1400000US17031805202","Census Tract 8052.02, Cook County, Illinois","1774","204","13","14","0","12","114","59","65","59","53","47","142","81","231","97","968","213","181","86","7","12",
"1400000US17031805301","Census Tract 8053.01, Cook County, Illinois","1092","98","0","12","0","12","0","12","10","16","30","43","79","42","542","115","385","113","43","52","3","5",
"1400000US17031805302","Census Tract 8053.02, Cook County, Illinois","1389","144","0","12","0","12","8","14","29","26","30","38","73","86","314","99","891","155","35","33","9","13",
"1400000US17031805401","Census Tract 8054.01, Cook County, Illinois","1547","233","0","12","0","12","58","58","10","17","87","138","47","36","350","102","919","211","55","31","21","25",
"1400000US17031805402","Census Tract 8054.02, Cook County, Illinois","1806","180","0","12","57","54","15","22","14","21","11","19","0","12","292","119","1274","195","76","75","67","59",
"1400000US17031805501","Census Tract 8055.01, Cook County, Illinois","1671","162","41","28","0","12","300","104","78","60","89","54","131","65","318","86","424","98","95","62","195","98",
"1400000US17031805502","Census Tract 8055.02, Cook County, Illinois","1757","206","202","78","32","34","81","50","115","63","68","44","22","24","183","121","417","119","115","48","522","185",
"1400000US17031805600","Census Tract 8056, Cook County, Illinois","1609","178","111","145","0","12","198","71","87","47","47","38","31","26","102","55","134","58","179","68","720","88",
"1400000US17031805701","Census Tract 8057.01, Cook County, Illinois","2032","152","43","24","9","16","105","47","117","100","106","53","431","113","379","100","473","126","202","59","167","55",
"1400000US17031805702","Census Tract 8057.02, Cook County, Illinois","789","96","0","12","0","12","67","49","16","15","14","15","19","16","282","81","343","64","20","14","28","27",
"1400000US17031805801","Census Tract 8058.01, Cook County, Illinois","1032","114","0","12","0","12","17","19","0","12","19","19","295","94","213","85","437","90","16","19","35","29",
"1400000US17031805802","Census Tract 8058.02, Cook County, Illinois","1931","179","34","29","6","10","89","43","46","30","51","32","110","49","449","105","747","187","189","77","210","84",
"1400000US17031805901","Census Tract 8059.01, Cook County, Illinois","2118","283","0","12","42","34","366","100","299","138","234","76","187","78","332","133","375","140","81","59","202","254",
"1400000US17031805902","Census Tract 8059.02, Cook County, Illinois","2261","237","11","18","0","17","248","111","95","69","93","75","139","78","806","203","687","170","154","147","28","34",
"1400000US17031806001","Census Tract 8060.01, Cook County, Illinois","2735","361","0","17","0","17","15","25","196","90","567","262","943","200","508","182","395","278","102","73","9","17",
"1400000US17031806002","Census Tract 8060.02, Cook County, Illinois","2675","278","59","71","0","17","209","194","83","95","306","148","947","245","619","192","157","131","176","151","119","97",
