"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Occupied","Margin of Error!!Total:!!Occupied","Estimate!!Total:!!Vacant","Margin of Error!!Total:!!Vacant",
"1400000US17031810701","Census Tract 8107.01, Cook County, Illinois","1995","171","1856","168","139","88",
"1400000US17031810702","Census Tract 8107.02, Cook County, Illinois","1653","190","1426","197","227","91",
"1400000US17031810800","Census Tract 8108, Cook County, Illinois","1752","145","1666","157","86","57",
"1400000US17031810900","Census Tract 8109, Cook County, Illinois","2798","288","2580","298","218","142",
"1400000US17031811000","Census Tract 8110, Cook County, Illinois","1769","241","1695","245","74","72",
"1400000US17031811100","Census Tract 8111, Cook County, Illinois","2576","231","2405","196","171","130",
"1400000US17031811200","Census Tract 8112, Cook County, Illinois","1915","262","1767","259","148","94",
"1400000US17031811301","Census Tract 8113.01, Cook County, Illinois","1502","150","1417","133","85","67",
"1400000US17031811302","Census Tract 8113.02, Cook County, Illinois","1397","277","1366","281","31","37",
"1400000US17031811401","Census Tract 8114.01, Cook County, Illinois","1630","145","1413","131","217","113",
"1400000US17031811402","Census Tract 8114.02, Cook County, Illinois","1431","124","1287","141","144","87",
"1400000US17031811500","Census Tract 8115, Cook County, Illinois","2068","225","1933","230","135","98",
"1400000US17031811600","Census Tract 8116, Cook County, Illinois","2448","230","2386","225","62","67",
"1400000US17031811701","Census Tract 8117.01, Cook County, Illinois","1160","145","1139","150","21","32",
"1400000US17031811702","Census Tract 8117.02, Cook County, Illinois","1979","235","1876","246","103","82",
"1400000US17031811800","Census Tract 8118, Cook County, Illinois","1757","189","1634","196","123","83",
"1400000US17031811900","Census Tract 8119, Cook County, Illinois","1934","161","1814","165","120","76",
"1400000US17031812000","Census Tract 8120, Cook County, Illinois","2381","289","2226","289","155","117",
"1400000US17031812100","Census Tract 8121, Cook County, Illinois","1614","185","1529","193","85","70",
"1400000US17031812200","Census Tract 8122, Cook County, Illinois","1293","112","1254","118","39","57",
"1400000US17031812301","Census Tract 8123.01, Cook County, Illinois","3063","335","2654","373","409","241",
"1400000US17031812302","Census Tract 8123.02, Cook County, Illinois","1076","124","1013","131","63","55",
"1400000US17031812400","Census Tract 8124, Cook County, Illinois","1116","125","1067","128","49","61",
"1400000US17031812500","Census Tract 8125, Cook County, Illinois","1643","129","1555","145","88","66",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","1805","164","1718","160","87","73",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","1719","182","1596","180","123","89",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","1811","141","1712","161","99","85",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","1332","96","1227","115","105","79",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","1835","150","1661","147","174","119",
"1400000US17031813000","Census Tract 8130, Cook County, Illinois","1426","184","1426","184","0","12",
"1400000US17031813100","Census Tract 8131, Cook County, Illinois","1812","203","1750","209","62","58",
"1400000US17031813200","Census Tract 8132, Cook County, Illinois","1610","200","1539","192","71","100",
"1400000US17031813301","Census Tract 8133.01, Cook County, Illinois","1081","133","873","150","208","66",
"1400000US17031813302","Census Tract 8133.02, Cook County, Illinois","1023","106","875","118","148","60",
"1400000US17031813400","Census Tract 8134, Cook County, Illinois","1962","174","1758","194","204","89",
"1400000US17031813500","Census Tract 8135, Cook County, Illinois","2063","203","1860","226","203","98",
"1400000US17031813600","Census Tract 8136, Cook County, Illinois","1662","308","1592","305","70","61",
"1400000US17031813701","Census Tract 8137.01, Cook County, Illinois","1041","74","922","97","119","64",
"1400000US17031813702","Census Tract 8137.02, Cook County, Illinois","1238","211","1222","212","16","26",
"1400000US17031813801","Census Tract 8138.01, Cook County, Illinois","987","191","921","191","66","33",
"1400000US17031813802","Census Tract 8138.02, Cook County, Illinois","1482","187","1304","190","178","86",
"1400000US17031813900","Census Tract 8139, Cook County, Illinois","1706","170","1584","177","122","60",
"1400000US17031814000","Census Tract 8140, Cook County, Illinois","1488","165","1330","163","158","73",
"1400000US17031814100","Census Tract 8141, Cook County, Illinois","1374","140","1237","161","137","68",
"1400000US17031814200","Census Tract 8142, Cook County, Illinois","2275","271","2035","287","240","84",
"1400000US17031814300","Census Tract 8143, Cook County, Illinois","1528","214","1427","224","101","70",
"1400000US17031814400","Census Tract 8144, Cook County, Illinois","2327","249","2327","249","0","17",
"1400000US17031814500","Census Tract 8145, Cook County, Illinois","1499","147","1431","163","68","56",
"1400000US17031814600","Census Tract 8146, Cook County, Illinois","1851","212","1652","207","199","113",
"1400000US17031814700","Census Tract 8147, Cook County, Illinois","1752","177","1442","164","310","133",
"1400000US17031814800","Census Tract 8148, Cook County, Illinois","2417","376","2196","393","221","137",
"1400000US17031814900","Census Tract 8149, Cook County, Illinois","2787","441","2487","450","300","139",
"1400000US17031815000","Census Tract 8150, Cook County, Illinois","1252","151","1157","165","95","75",
"1400000US17031815100","Census Tract 8151, Cook County, Illinois","1458","231","1448","230","10","16",
"1400000US17031815200","Census Tract 8152, Cook County, Illinois","2406","261","2278","236","128","107",
"1400000US17031815300","Census Tract 8153, Cook County, Illinois","1333","160","1224","159","109","82",
"1400000US17031815400","Census Tract 8154, Cook County, Illinois","2301","359","2080","395","221","137",
"1400000US17031815500","Census Tract 8155, Cook County, Illinois","2502","207","2313","221","189","108",
"1400000US17031815600","Census Tract 8156, Cook County, Illinois","2032","173","1885","131","147","125",
"1400000US17031815701","Census Tract 8157.01, Cook County, Illinois","1477","162","1257","144","220","98",
"1400000US17031815702","Census Tract 8157.02, Cook County, Illinois","1949","174","1889","154","60","76",
"1400000US17031815800","Census Tract 8158, Cook County, Illinois","658","116","618","109","40","42",
"1400000US17031815900","Census Tract 8159, Cook County, Illinois","2813","231","2686","218","127","99",
"1400000US17031816000","Census Tract 8160, Cook County, Illinois","1707","193","1599","194","108","79",
"1400000US17031816100","Census Tract 8161, Cook County, Illinois","2705","232","2410","222","295","135",
"1400000US17031816200","Census Tract 8162, Cook County, Illinois","1724","201","1653","210","71","59",
"1400000US17031816300","Census Tract 8163, Cook County, Illinois","1564","137","1475","136","89","61",
"1400000US17031816401","Census Tract 8164.01, Cook County, Illinois","1348","143","1211","130","137","81",
"1400000US17031816402","Census Tract 8164.02, Cook County, Illinois","1352","197","1252","208","100","71",
"1400000US17031816500","Census Tract 8165, Cook County, Illinois","1449","193","1322","206","127","75",
"1400000US17031816600","Census Tract 8166, Cook County, Illinois","1398","150","1277","125","121","76",
"1400000US17031816700","Census Tract 8167, Cook County, Illinois","958","72","912","67","46","40",
"1400000US17031816800","Census Tract 8168, Cook County, Illinois","1999","174","1919","178","80","84",
"1400000US17031816900","Census Tract 8169, Cook County, Illinois","1837","230","1796","225","41","46",
"1400000US17031817000","Census Tract 8170, Cook County, Illinois","1783","179","1597","165","186","102",
"1400000US17031817101","Census Tract 8171.01, Cook County, Illinois","1738","164","1638","161","100","72",
"1400000US17031817102","Census Tract 8171.02, Cook County, Illinois","1110","164","1028","160","82","78",
"1400000US17031817200","Census Tract 8172, Cook County, Illinois","1768","176","1481","209","287","120",
"1400000US17031817300","Census Tract 8173, Cook County, Illinois","995","113","753","131","242","78",
"1400000US17031817400","Census Tract 8174, Cook County, Illinois","1244","116","1170","135","74","60",
"1400000US17031817500","Census Tract 8175, Cook County, Illinois","1539","207","1257","179","282","133",
"1400000US17031817600","Census Tract 8176, Cook County, Illinois","1351","165","1189","173","162","92",
"1400000US17031817700","Census Tract 8177, Cook County, Illinois","1887","294","1784","275","103","97",
"1400000US17031817900","Census Tract 8179, Cook County, Illinois","2241","231","2153","251","88","95",
"1400000US17031818000","Census Tract 8180, Cook County, Illinois","1836","315","1720","319","116","70",
"1400000US17031818100","Census Tract 8181, Cook County, Illinois","924","140","895","146","29","32",
"1400000US17031818200","Census Tract 8182, Cook County, Illinois","1928","277","1893","280","35","44",
"1400000US17031818300","Census Tract 8183, Cook County, Illinois","1999","199","1826","192","173","103",
"1400000US17031818401","Census Tract 8184.01, Cook County, Illinois","1344","140","1344","140","0","12",
"1400000US17031818402","Census Tract 8184.02, Cook County, Illinois","1540","253","1502","252","38","40",
"1400000US17031818500","Census Tract 8185, Cook County, Illinois","2518","233","2309","247","209","108",
"1400000US17031818600","Census Tract 8186, Cook County, Illinois","1996","171","1862","176","134","110",
"1400000US17031818700","Census Tract 8187, Cook County, Illinois","1512","163","1374","156","138","78",
"1400000US17031818800","Census Tract 8188, Cook County, Illinois","2155","163","1952","191","203","160",
"1400000US17031818900","Census Tract 8189, Cook County, Illinois","1933","187","1770","176","163","116",
"1400000US17031819000","Census Tract 8190, Cook County, Illinois","1560","120","1451","129","109","56",
"1400000US17031819100","Census Tract 8191, Cook County, Illinois","1948","352","1796","341","152","94",
"1400000US17031819200","Census Tract 8192, Cook County, Illinois","2148","230","1947","185","201","181",
"1400000US17031819300","Census Tract 8193, Cook County, Illinois","1014","122","955","124","59","57",
"1400000US17031819400","Census Tract 8194, Cook County, Illinois","2160","199","2089","186","71","78",
"1400000US17031819500","Census Tract 8195, Cook County, Illinois","1533","161","1404","157","129","85",
"1400000US17031819600","Census Tract 8196, Cook County, Illinois","1320","204","1295","202","25","37",
"1400000US17031819700","Census Tract 8197, Cook County, Illinois","1842","136","1754","125","88","90",
"1400000US17031819801","Census Tract 8198.01, Cook County, Illinois","1718","183","1628","182","90","82",
"1400000US17031819802","Census Tract 8198.02, Cook County, Illinois","965","149","942","149","23","20",
"1400000US17031819900","Census Tract 8199, Cook County, Illinois","1091","111","1051","113","40","48",
"1400000US17031820000","Census Tract 8200, Cook County, Illinois","664","69","599","76","65","39",
"1400000US17031820101","Census Tract 8201.01, Cook County, Illinois","3161","353","3042","352","119","108",
"1400000US17031820103","Census Tract 8201.03, Cook County, Illinois","1615","172","1558","181","57","54",
"1400000US17031820104","Census Tract 8201.04, Cook County, Illinois","1731","148","1689","133","42","56",
"1400000US17031820202","Census Tract 8202.02, Cook County, Illinois","1501","193","1320","202","181","81",
"1400000US17031820203","Census Tract 8202.03, Cook County, Illinois","1231","107","1175","123","56","80",
"1400000US17031820204","Census Tract 8202.04, Cook County, Illinois","2196","326","1966","323","230","126",
"1400000US17031820300","Census Tract 8203, Cook County, Illinois","1747","178","1569","187","178","92",
"1400000US17031820400","Census Tract 8204, Cook County, Illinois","1829","204","1700","189","129","92",
"1400000US17031820501","Census Tract 8205.01, Cook County, Illinois","2015","229","1896","216","119","96",
"1400000US17031820502","Census Tract 8205.02, Cook County, Illinois","2098","232","1988","250","110","81",
"1400000US17031820603","Census Tract 8206.03, Cook County, Illinois","2019","236","1827","220","192","129",
"1400000US17031820604","Census Tract 8206.04, Cook County, Illinois","1504","178","1384","186","120","76",
"1400000US17031820605","Census Tract 8206.05, Cook County, Illinois","2259","221","1912","228","347","152",
"1400000US17031820606","Census Tract 8206.06, Cook County, Illinois","1723","173","1663","181","60","59",
"1400000US17031820700","Census Tract 8207, Cook County, Illinois","2589","354","2314","289","275","204",
"1400000US17031820800","Census Tract 8208, Cook County, Illinois","1222","127","1162","120","60","44",
"1400000US17031820901","Census Tract 8209.01, Cook County, Illinois","1964","299","1810","312","154","84",
"1400000US17031820902","Census Tract 8209.02, Cook County, Illinois","1728","220","1555","220","173","95",
"1400000US17031821001","Census Tract 8210.01, Cook County, Illinois","1663","176","1572","192","91","69",
"1400000US17031821002","Census Tract 8210.02, Cook County, Illinois","1821","183","1789","187","32","39",
"1400000US17031821101","Census Tract 8211.01, Cook County, Illinois","1417","143","1379","140","38","45",
"1400000US17031821102","Census Tract 8211.02, Cook County, Illinois","1552","231","1509","238","43","41",
"1400000US17031821200","Census Tract 8212, Cook County, Illinois","2349","245","2116","237","233","152",
"1400000US17031821300","Census Tract 8213, Cook County, Illinois","2216","274","2004","263","212","85",
"1400000US17031821401","Census Tract 8214.01, Cook County, Illinois","1575","236","1419","225","156","86",
"1400000US17031821402","Census Tract 8214.02, Cook County, Illinois","1603","198","1397","223","206","95",
"1400000US17031821500","Census Tract 8215, Cook County, Illinois","972","117","654","104","318","63",
"1400000US17031821600","Census Tract 8216, Cook County, Illinois","1825","230","1741","230","84","66",
"1400000US17031821700","Census Tract 8217, Cook County, Illinois","1778","155","1687","146","91","82",
"1400000US17031821800","Census Tract 8218, Cook County, Illinois","2085","241","2085","241","0","17",
"1400000US17031821900","Census Tract 8219, Cook County, Illinois","1760","133","1648","148","112","71",
"1400000US17031822000","Census Tract 8220, Cook County, Illinois","1846","172","1745","164","101","62",
"1400000US17031822101","Census Tract 8221.01, Cook County, Illinois","1655","153","1538","162","117","85",
"1400000US17031822102","Census Tract 8221.02, Cook County, Illinois","2089","226","1837","211","252","196",
"1400000US17031822200","Census Tract 8222, Cook County, Illinois","1274","132","1207","140","67","61",
"1400000US17031822301","Census Tract 8223.01, Cook County, Illinois","1209","88","1068","116","141","83",
"1400000US17031822302","Census Tract 8223.02, Cook County, Illinois","1659","206","1610","213","49","49",
"1400000US17031822400","Census Tract 8224, Cook County, Illinois","2344","291","1971","245","373","199",
"1400000US17031822500","Census Tract 8225, Cook County, Illinois","1665","172","1632","171","33","37",
"1400000US17031822601","Census Tract 8226.01, Cook County, Illinois","1577","101","1523","96","54","61",
"1400000US17031822602","Census Tract 8226.02, Cook County, Illinois","3237","625","3099","631","138","102",
"1400000US17031822701","Census Tract 8227.01, Cook County, Illinois","2024","210","1906","231","118","101",
"1400000US17031822702","Census Tract 8227.02, Cook County, Illinois","1582","178","1359","143","223","137",
"1400000US17031822801","Census Tract 8228.01, Cook County, Illinois","1502","158","1419","164","83","75",
"1400000US17031822802","Census Tract 8228.02, Cook County, Illinois","1346","171","1293","175","53","54",
"1400000US17031822900","Census Tract 8229, Cook County, Illinois","881","172","793","192","88","65",
"1400000US17031823001","Census Tract 8230.01, Cook County, Illinois","2942","269","2705","280","237","150",
"1400000US17031823002","Census Tract 8230.02, Cook County, Illinois","2158","248","2096","277","62","102",
"1400000US17031823101","Census Tract 8231.01, Cook County, Illinois","1711","186","1560","183","151","86",
"1400000US17031823102","Census Tract 8231.02, Cook County, Illinois","1458","133","1405","137","53","55",
"1400000US17031823200","Census Tract 8232, Cook County, Illinois","1955","191","1834","187","121","100",
"1400000US17031823302","Census Tract 8233.02, Cook County, Illinois","2909","551","2757","564","152","92",
"1400000US17031823303","Census Tract 8233.03, Cook County, Illinois","1647","210","1626","211","21","36",
"1400000US17031823304","Census Tract 8233.04, Cook County, Illinois","2822","224","2569","250","253","130",
"1400000US17031823400","Census Tract 8234, Cook County, Illinois","2053","200","1818","206","235","117",
"1400000US17031823500","Census Tract 8235, Cook County, Illinois","1689","183","1562","189","127","83",
"1400000US17031823602","Census Tract 8236.02, Cook County, Illinois","3173","367","2850","330","323","196",
"1400000US17031823603","Census Tract 8236.03, Cook County, Illinois","659","92","517","82","142","74",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","1351","171","1248","161","103","78",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","1546","160","1437","159","109","69",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","2795","299","2555","293","240","114",
"1400000US17031823703","Census Tract 8237.03, Cook County, Illinois","3187","341","2901","292","286","165",
"1400000US17031823704","Census Tract 8237.04, Cook County, Illinois","1355","177","1262","180","93","69",
"1400000US17031823705","Census Tract 8237.05, Cook County, Illinois","1600","196","1559","193","41","44",
"1400000US17031823801","Census Tract 8238.01, Cook County, Illinois","2448","216","2135","200","313","188",
"1400000US17031823803","Census Tract 8238.03, Cook County, Illinois","2720","315","2549","297","171","156",
"1400000US17031823805","Census Tract 8238.05, Cook County, Illinois","1536","171","1475","181","61","57",
"1400000US17031823806","Census Tract 8238.06, Cook County, Illinois","1816","252","1679","243","137","91",
"1400000US17031823901","Census Tract 8239.01, Cook County, Illinois","1880","199","1743","192","137","96",
"1400000US17031823903","Census Tract 8239.03, Cook County, Illinois","1759","209","1672","216","87","59",
"1400000US17031823904","Census Tract 8239.04, Cook County, Illinois","1778","145","1638","150","140","66",
"1400000US17031824003","Census Tract 8240.03, Cook County, Illinois","2034","191","1947","191","87","90",
"1400000US17031824004","Census Tract 8240.04, Cook County, Illinois","2132","218","1973","209","159","143",
"1400000US17031824005","Census Tract 8240.05, Cook County, Illinois","1986","223","1911","213","75","69",
"1400000US17031824006","Census Tract 8240.06, Cook County, Illinois","1699","195","1669","195","30","48",
"1400000US17031824105","Census Tract 8241.05, Cook County, Illinois","2850","438","2619","478","231","148",
"1400000US17031824106","Census Tract 8241.06, Cook County, Illinois","2494","286","2398","296","96","89",
"1400000US17031824107","Census Tract 8241.07, Cook County, Illinois","2795","244","2701","268","94","89",
"1400000US17031824113","Census Tract 8241.13, Cook County, Illinois","2452","329","2406","338","46","71",
"1400000US17031824114","Census Tract 8241.14, Cook County, Illinois","1911","201","1833","216","78","63",
"1400000US17031824115","Census Tract 8241.15, Cook County, Illinois","1625","262","1492","258","133","89",
"1400000US17031824116","Census Tract 8241.16, Cook County, Illinois","2320","202","2217","215","103","78",
"1400000US17031824119","Census Tract 8241.19, Cook County, Illinois","2303","283","2259","262","44","71",
"1400000US17031824121","Census Tract 8241.21, Cook County, Illinois","1300","138","1281","143","19","29",
"1400000US17031824122","Census Tract 8241.22, Cook County, Illinois","2388","260","2358","262","30","31",
"1400000US17031824123","Census Tract 8241.23, Cook County, Illinois","2957","220","2762","210","195","135",
"1400000US17031824124","Census Tract 8241.24, Cook County, Illinois","1174","180","1137","187","37","55",
"1400000US17031824125","Census Tract 8241.25, Cook County, Illinois","1547","185","1495","189","52","57",
"1400000US17031824126","Census Tract 8241.26, Cook County, Illinois","2045","313","2045","313","0","17",
"1400000US17031824127","Census Tract 8241.27, Cook County, Illinois","1525","219","1494","222","31","51",
"1400000US17031824128","Census Tract 8241.28, Cook County, Illinois","1719","173","1682","172","37","59",
"1400000US17031824129","Census Tract 8241.29, Cook County, Illinois","1743","151","1645","142","98","104",
"1400000US17031824300","Census Tract 8243, Cook County, Illinois","1884","271","1523","228","361","122",
"1400000US17031824400","Census Tract 8244, Cook County, Illinois","888","145","766","151","122","60",
"1400000US17031824503","Census Tract 8245.03, Cook County, Illinois","2930","279","2685","253","245","152",
"1400000US17031824505","Census Tract 8245.05, Cook County, Illinois","2470","314","2335","321","135","123",
"1400000US17031824507","Census Tract 8245.07, Cook County, Illinois","1864","327","1812","349","52","56",
"1400000US17031824508","Census Tract 8245.08, Cook County, Illinois","1676","154","1613","160","63","43",
"1400000US17031824509","Census Tract 8245.09, Cook County, Illinois","1539","216","1539","216","0","12",
"1400000US17031824601","Census Tract 8246.01, Cook County, Illinois","1718","171","1629","183","89","77",
"1400000US17031824602","Census Tract 8246.02, Cook County, Illinois","2732","507","2610","518","122","111",
"1400000US17031824701","Census Tract 8247.01, Cook County, Illinois","1652","311","1580","310","72","68",
"1400000US17031824702","Census Tract 8247.02, Cook County, Illinois","2539","329","2350","312","189","111",
"1400000US17031824800","Census Tract 8248, Cook County, Illinois","2543","387","2378","363","165","111",
"1400000US17031824900","Census Tract 8249, Cook County, Illinois","1176","150","1107","141","69","53",
"1400000US17031825000","Census Tract 8250, Cook County, Illinois","1824","186","1786","184","38","45",
"1400000US17031825200","Census Tract 8252, Cook County, Illinois","708","106","708","106","0","12",
"1400000US17031825302","Census Tract 8253.02, Cook County, Illinois","2357","240","2208","223","149","147",
"1400000US17031825303","Census Tract 8253.03, Cook County, Illinois","1769","202","1607","214","162","81",
"1400000US17031825304","Census Tract 8253.04, Cook County, Illinois","1661","139","1661","139","0","12",
"1400000US17031825400","Census Tract 8254, Cook County, Illinois","2750","342","2495","347","255","162",
"1400000US17031825501","Census Tract 8255.01, Cook County, Illinois","2139","316","1912","320","227","111",
"1400000US17031825503","Census Tract 8255.03, Cook County, Illinois","2738","412","2511","439","227","175",
"1400000US17031825504","Census Tract 8255.04, Cook County, Illinois","1415","273","1319","261","96","79",
"1400000US17031825505","Census Tract 8255.05, Cook County, Illinois","1977","206","1785","210","192","117",
"1400000US17031825600","Census Tract 8256, Cook County, Illinois","1788","202","1556","195","232","131",
"1400000US17031825700","Census Tract 8257, Cook County, Illinois","1761","216","1607","215","154","56",
"1400000US17031825801","Census Tract 8258.01, Cook County, Illinois","1880","203","1497","230","383","108",
"1400000US17031825802","Census Tract 8258.02, Cook County, Illinois","2419","341","2283","355","136","96",
"1400000US17031825803","Census Tract 8258.03, Cook County, Illinois","2603","286","2394","309","209","126",
"1400000US17031825900","Census Tract 8259, Cook County, Illinois","1273","141","1084","171","189","94",
"1400000US17031826000","Census Tract 8260, Cook County, Illinois","1430","236","988","267","442","130",
"1400000US17031826100","Census Tract 8261, Cook County, Illinois","2498","234","2038","259","460","188",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","2385","314","2125","326","260","116",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","2242","242","1996","221","246","160",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","1605","169","1502","177","103","56",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","1362","111","1191","149","171","88",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","1495","246","1290","253","205","70",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","1491","175","1385","182","106","69",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","2033","306","1724","311","309","85",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","2333","293","2043","293","290","124",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","2293","250","1851","238","442","127",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","2508","279","1967","251","541","136",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","2063","232","1705","208","358","136",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","1053","204","813","208","240","64",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","727","90","484","82","243","68",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","1783","296","1488","293","295","130",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","1369","173","1101","180","268","70",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","1613","230","1430","225","183","60",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","1356","201","933","194","423","85",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","1883","231","1415","246","468","119",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","2110","217","1694","258","416","128",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","1267","208","1004","189","263","100",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","1222","186","988","192","234","80",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","1821","268","1734","279","87","71",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","1071","105","961","99","110","73",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","1374","241","1309","249","65","52",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","1025","138","972","143","53","48",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","740","51","710","58","30","24",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","1666","171","1506","187","160","83",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","2123","271","1923","272","200","105",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","2114","339","2013","351","101","88",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","1701","213","1522","222","179","109",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","1929","211","1816","200","113","87",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","1520","223","1408","218","112","69",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","1497","176","1412","164","85","71",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","1722","148","1583","157","139","75",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","1917","176","1486","193","431","128",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","2162","232","1755","214","407","133",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","2864","303","2717","299","147","114",
"1400000US17031828507","Census Tract 8285.07, Cook County, Illinois","1471","322","1338","289","133","136",
"1400000US17031828508","Census Tract 8285.08, Cook County, Illinois","1790","279","1549","240","241","142",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","1595","141","1581","141","14","17",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","1437","92","1393","99","44","38",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","1481","197","1324","203","157","91",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","1665","194","1446","182","219","93",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","1939","217","1831","225","108","73",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1142","128","1107","131","35","39",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","1350","177","1122","182","228","100",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","621","152","464","143","157","55",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","1549","187","1281","208","268","96",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","2242","200","1859","211","383","138",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1563","211","1456","229","107","85",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","1304","165","1158","173","146","80",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","466","69","313","57","153","71",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","1644","236","1508","223","136","90",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1677","186","1560","159","117","87",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1302","165","1187","160","115","75",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","1731","206","1405","177","326","83",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","2194","311","2033","285","161","153",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","2521","327","2380","354","141","151",
"1400000US17031829903","Census Tract 8299.03, Cook County, Illinois","1872","323","1686","312","186","169",
"1400000US17031829904","Census Tract 8299.04, Cook County, Illinois","1966","262","1938","262","28","34",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","1325","304","1250","315","75","68",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","3151","260","2981","267","170","128",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","2759","431","2443","429","316","156",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1892","231","1708","216","184","105",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","1436","211","1309","208","127","90",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","2036","277","1932","286","104","68",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","1562","178","1510","184","52","50",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1092","114","993","123","99","73",
"1400000US17031830201","Census Tract 8302.01, Cook County, Illinois","2467","280","2275","299","192","128",
"1400000US17031830202","Census Tract 8302.02, Cook County, Illinois","1230","191","1135","192","95","70",
"1400000US17031830300","Census Tract 8303, Cook County, Illinois","2394","220","2137","243","257","145",
"1400000US17031830400","Census Tract 8304, Cook County, Illinois","1845","249","1559","230","286","140",
"1400000US17031830500","Census Tract 8305, Cook County, Illinois","1132","117","1037","132","95","73",
"1400000US17031830600","Census Tract 8306, Cook County, Illinois","2230","198","2072","212","158","82",
"1400000US17031830700","Census Tract 8307, Cook County, Illinois","2063","195","1922","206","141","79",
"1400000US17031830800","Census Tract 8308, Cook County, Illinois","1527","191","1463","201","64","58",
"1400000US17031830900","Census Tract 8309, Cook County, Illinois","1381","159","1257","170","124","64",
