"GEO_ID","NAME","B25077_001E","B25077_001M",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","281700","21609",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","272300","31362",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","271100","9648",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","240000","24409",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","245300","18692",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","251700","37147",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","229100","14290",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","265700","15675",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","283900","27397",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","253400","25313",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","237300","18129",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","236900","26544",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","258100","30718",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","236800","21493",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","272800","34548",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","301400","25053",
"1400000US17031200300","Census Tract 2003, Cook County, Illinois","254800","25771",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","238500","21243",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","268300","24215",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","358800","56487",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","286200","42758",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","356700","82161",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","368200","84042",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","394800","67194",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","376600","44658",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","472800","136307",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","391100","52075",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","417100","84640",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","428600","109727",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","555800","105595",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","363300","44494",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","436700","56163",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","437900","54318",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","352400","67927",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","418000","66391",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","339000","31533",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","429900","24708",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","328000","33411",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","363600","24191",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","381900","34658",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","584700","169282",
"1400000US17031221400","Census Tract 2214, Cook County, Illinois","453700","92588",
"1400000US17031221500","Census Tract 2215, Cook County, Illinois","534300","106588",
"1400000US17031221600","Census Tract 2216, Cook County, Illinois","611000","76175",
"1400000US17031222200","Census Tract 2222, Cook County, Illinois","692400","102640",
"1400000US17031222500","Census Tract 2225, Cook County, Illinois","527400","132256",
"1400000US17031222600","Census Tract 2226, Cook County, Illinois","396700","224748",
"1400000US17031222700","Census Tract 2227, Cook County, Illinois","330000","49548",
"1400000US17031222800","Census Tract 2228, Cook County, Illinois","238900","152814",
"1400000US17031222900","Census Tract 2229, Cook County, Illinois","340700","21946",
"1400000US17031230100","Census Tract 2301, Cook County, Illinois","420500","155899",
"1400000US17031230200","Census Tract 2302, Cook County, Illinois","280000","62814",
"1400000US17031230300","Census Tract 2303, Cook County, Illinois","281400","13056",
"1400000US17031230400","Census Tract 2304, Cook County, Illinois","288600","38387",
"1400000US17031230500","Census Tract 2305, Cook County, Illinois","256200","72823",
"1400000US17031230600","Census Tract 2306, Cook County, Illinois","224100","85073",
"1400000US17031230700","Census Tract 2307, Cook County, Illinois","252600","52160",
"1400000US17031230800","Census Tract 2308, Cook County, Illinois","225500","27530",
"1400000US17031230900","Census Tract 2309, Cook County, Illinois","323100","55195",
"1400000US17031231100","Census Tract 2311, Cook County, Illinois","170800","50293",
"1400000US17031231200","Census Tract 2312, Cook County, Illinois","160100","12410",
"1400000US17031231500","Census Tract 2315, Cook County, Illinois","165600","20915",
"1400000US17031240200","Census Tract 2402, Cook County, Illinois","714300","217753",
"1400000US17031240300","Census Tract 2403, Cook County, Illinois","718800","104822",
"1400000US17031240500","Census Tract 2405, Cook County, Illinois","457000","21259",
"1400000US17031240600","Census Tract 2406, Cook County, Illinois","466000","48261",
"1400000US17031240700","Census Tract 2407, Cook County, Illinois","451900","153543",
"1400000US17031240800","Census Tract 2408, Cook County, Illinois","587800","77812",
"1400000US17031240900","Census Tract 2409, Cook County, Illinois","367800","23437",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","335100","45598",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","394400","43624",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","433900","68044",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","587200","74960",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","619400","73182",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","602200","65646",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","469400","50327",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","513800","73319",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","590000","31363",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","604600","44164",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","558300","64804",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","401400","105324",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","454400","48854",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","433500","67144",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","428000","27873",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","485400","46265",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","432900","94919",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","386200","114154",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","605800","58333",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","496200","152311",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","491200","84729",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","402500","79524",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","475200","20036",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","210700","23715",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","225300","20735",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","213000","17897",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","279400","21329",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","198100","18872",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","212300","25988",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","214400","31321",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","188500","17704",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","178300","93943",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","159800","31374",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","211900","54128",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","256400","35310",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","197700","36130",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","178000","22738",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","135600","27705",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","225900","62592",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","169600","44653",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","230700","82746",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","258700","136347",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","121400","113422",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","128700","45307",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","165900","146782",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","250600","94825",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","119600","64071",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","179200","119361",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","146700","67449",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","219400","120904",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","169200","155254",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","204400","46992",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","185600","32742",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","217800","29100",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","172900","41249",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","259700","156634",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","148100","42368",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","255600","53496",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","238900","60937",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","188900","5742",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","170000","15678",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","415700","33526",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","343900","72495",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","277400","28565",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","292200","112097",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","369700","35326",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","247400","40027",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","254400","57542",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","458500","34597",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","384900","64114",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","317600","22324",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","122700","40757",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","206900","72974",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","313100","62413",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","139200","27784",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","184900","19489",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","173500","29891",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","174200","25209",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","180100","31381",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","222000","117099",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","187500","46800",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","155800","139737",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","153900","25984",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","183900","76040",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","180400","83605",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","169200","13551",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","154400","59975",
